Timestamp,Link to college COVID dashboard,Name of college or university,How often would you like it archived?
1/9/2022 20:22:33,https://lsu.edu/roadmap/covid-dashboard/index.php,Louisiana State University,Daily
1/9/2022 20:25:50,https://www.unr.edu/coronavirus/dashboard,"University of Nevada, Reno",Daily
1/9/2022 20:45:28,https://howard.edu/pandemic-response/testing-dashboard,Howard University,Daily
1/9/2022 20:56:37,https://uh.edu/covid-19/information/positive-case-report/,University of Houston,Daily
1/10/2022 3:38:04,https://www.uvawise.edu/covid-19/dashboard,University of Virginia’s College at Wise,Weekly (updated Mondays)
1/10/2022 3:45:17,https://health.uark.edu/coronavirus/covid-dashboard.php,University of Arkansas,Daily
1/10/2022 3:51:56,https://covid19.uccs.edu/covid-19-ready-dashboard,University of Colorado Colorado Springs,Daily
1/10/2022 3:54:31,https://ualr.edu/health/covid-19-information/,University of Arkansas at Little Rock,Daily
1/10/2022 4:02:14,https://umdearborn.edu/offices/external-relations/key-issues/um-dearborn-covid-19-response/covid-19-data,University of Michigan–Flint,Weekly (updated Mondays)
1/10/2022 4:04:26,https://umdearborn.edu/offices/external-relations/key-issues/um-dearborn-covid-19-response/covid-19-data,University of Michigan–Dearborn,Weekly (updated Mondays)
1/10/2022 4:08:48,https://datastudio.google.com/reporting/7b71b0fb-6790-4938-89ac-b8f54c3a9219/page/1M,University of Portland,Weekly (updated Mondays)
1/10/2022 4:13:25,https://eoss.asu.edu/health/announcements/coronavirus/management,Arizona State University,Weekly (updates sporadic)
1/10/2022 4:19:34,https://sjsu.edu/healthadvisories/covid19-dashboard/index.php,San José State University,Daily
1/10/2022 4:22:31,https://www.csulb.edu/covid-19/dashboard,"California State University, Long Beach",Daily
1/10/2022 4:25:24,https://www.uky.edu/coronavirus/covid-19-data-dashboard,University of Kentucky,Daily
1/10/2022 4:41:18,https://www.uakron.edu/return-to-campus/dashboard,The University of Akron,Weekly
1/10/2022 8:35:36,https://www.simmons.edu/return-to-simmons/protecting-our-community/data-dashboard,Simmons University,Weekly
1/10/2022 12:18:45,https://eoss.asu.edu/health/announcements/coronavirus/management,Arizona State University,
1/11/2022 21:46:02,https://www.ncsu.edu/coronavirus/testing-and-tracking/,North Carolina State University,Daily
1/12/2022 23:18:09,https://www.saintmarys.edu/dashboard,"Saint Mary's College (Notre Dame, IN)",
